7.8025 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
47.3250 	EXP 	fixation: autoDraw = True
47.3250 	EXP 	text: autoDraw = True
48.3294 	EXP 	clock: autoDraw = False
49.2601 	EXP 	New trial (rep=0, index=24): {'picture': 'images/33.png', 'corrAns': None}
49.3167 	EXP 	clock: autoDraw = False
49.3167 	EXP 	fixation: autoDraw = False
49.3167 	EXP 	text: autoDraw = False
49.3167 	EXP 	clock: image = 'images/33.png'
49.3167 	EXP 	clock: autoDraw = True
49.3167 	EXP 	fixation: autoDraw = True
49.3167 	EXP 	text: autoDraw = True
50.3334 	EXP 	clock: autoDraw = False
51.2606 	EXP 	New trial (rep=0, index=25): {'picture': 'images/34.png', 'corrAns': None}
51.3220 	EXP 	clock: autoDraw = False
51.3220 	EXP 	fixation: autoDraw = False
51.3220 	EXP 	text: autoDraw = False
51.3220 	EXP 	clock: image = 'images/34.png'
51.3220 	EXP 	clock: autoDraw = True
51.3220 	EXP 	fixation: autoDraw = True
51.3220 	EXP 	text: autoDraw = True
52.3220 	EXP 	clock: autoDraw = False
53.2598 	EXP 	New trial (rep=0, index=26): {'picture': 'images/36.png', 'corrAns': 'space'}
53.3245 	EXP 	clock: autoDraw = False
53.3245 	EXP 	fixation: autoDraw = False
53.3245 	EXP 	text: autoDraw = False
53.3245 	EXP 	clock: image = 'images/36.png'
53.3245 	EXP 	clock: autoDraw = True
53.3245 	EXP 	fixation: autoDraw = True
53.3245 	EXP 	text: autoDraw = True
54.3292 	EXP 	clock: autoDraw = False
55.2598 	EXP 	New trial (rep=0, index=27): {'picture': 'images/37.png', 'corrAns': None}
55.3171 	EXP 	clock: autoDraw = False
55.3171 	EXP 	fixation: autoDraw = False
55.3171 	EXP 	text: autoDraw = False
55.3171 	EXP 	clock: image = 'images/37.png'
55.3171 	EXP 	clock: autoDraw = True
55.3171 	EXP 	fixation: autoDraw = True
55.3171 	EXP 	text: autoDraw = True
56.3222 	EXP 	clock: autoDraw = False
57.2600 	EXP 	New trial (rep=0, index=28): {'picture': 'images/38.png', 'corrAns': None}
57.3243 	EXP 	clock: autoDraw = False
57.3243 	EXP 	fixation: autoDraw = False
57.3243 	EXP 	text: autoDraw = False
57.3243 	EXP 	clock: image = 'images/38.png'
57.3243 	EXP 	clock: autoDraw = True
57.3243 	EXP 	fixation: autoDraw = True
57.3243 	EXP 	text: autoDraw = True
58.3287 	EXP 	clock: autoDraw = False
59.2598 	EXP 	New trial (rep=0, index=29): {'picture': 'images/40.png', 'corrAns': 'space'}
59.3145 	EXP 	clock: autoDraw = False
59.3145 	EXP 	fixation: autoDraw = False
59.3145 	EXP 	text: autoDraw = False
59.3145 	EXP 	clock: image = 'images/40.png'
59.3145 	EXP 	clock: autoDraw = True
59.3145 	EXP 	fixation: autoDraw = True
59.3145 	EXP 	text: autoDraw = True
60.3152 	EXP 	clock: autoDraw = False
61.2602 	EXP 	New trial (rep=0, index=30): {'picture': 'images/41.png', 'corrAns': None}
61.3181 	EXP 	clock: autoDraw = False
61.3181 	EXP 	fixation: autoDraw = False
61.3181 	EXP 	text: autoDraw = False
61.3181 	EXP 	clock: image = 'images/41.png'
61.3181 	EXP 	clock: autoDraw = True
61.3181 	EXP 	fixation: autoDraw = True
61.3181 	EXP 	text: autoDraw = True
62.3219 	EXP 	clock: autoDraw = False
63.2597 	EXP 	New trial (rep=0, index=31): {'picture': 'images/43.png', 'corrAns': 'space'}
63.3204 	EXP 	clock: autoDraw = False
63.3204 	EXP 	fixation: autoDraw = False
63.3204 	EXP 	text: autoDraw = False
63.3204 	EXP 	clock: image = 'images/43.png'
63.3204 	EXP 	clock: autoDraw = True
63.3204 	EXP 	fixation: autoDraw = True
63.3204 	EXP 	text: autoDraw = True
64.3216 	EXP 	clock: autoDraw = False
65.2597 	EXP 	New trial (rep=0, index=32): {'picture': 'images/44.png', 'corrAns': None}
65.3153 	EXP 	clock: autoDraw = False
65.3153 	EXP 	fixation: autoDraw = False
65.3153 	EXP 	text: autoDraw = False
65.3153 	EXP 	clock: image = 'images/44.png'
65.3153 	EXP 	clock: autoDraw = True
65.3153 	EXP 	fixation: autoDraw = True
65.3153 	EXP 	text: autoDraw = True
66.3150 	EXP 	clock: autoDraw = False
67.2578 	EXP 	New trial (rep=0, index=33): {'picture': 'images/46.png', 'corrAns': 'space'}
67.3244 	EXP 	clock: autoDraw = False
67.3244 	EXP 	fixation: autoDraw = False
67.3244 	EXP 	text: autoDraw = False
67.3244 	EXP 	clock: image = 'images/46.png'
67.3244 	EXP 	clock: autoDraw = True
67.3244 	EXP 	fixation: autoDraw = True
67.3244 	EXP 	text: autoDraw = True
68.3295 	EXP 	clock: autoDraw = False
69.2582 	EXP 	New trial (rep=0, index=34): {'picture': 'images/48.png', 'corrAns': 'space'}
69.3432 	EXP 	clock: autoDraw = False
69.3432 	EXP 	fixation: autoDraw = False
69.3432 	EXP 	text: autoDraw = False
69.3432 	EXP 	clock: image = 'images/48.png'
69.3432 	EXP 	clock: autoDraw = True
69.3432 	EXP 	fixation: autoDraw = True
69.3432 	EXP 	text: autoDraw = True
70.3425 	EXP 	clock: autoDraw = False
71.2595 	EXP 	New trial (rep=0, index=35): {'picture': 'images/49.png', 'corrAns': None}
71.3215 	EXP 	clock: autoDraw = False
71.3215 	EXP 	fixation: autoDraw = False
71.3215 	EXP 	text: autoDraw = False
71.3215 	EXP 	clock: image = 'images/49.png'
71.3215 	EXP 	clock: autoDraw = True
71.3215 	EXP 	fixation: autoDraw = True
71.3215 	EXP 	text: autoDraw = True
72.3218 	EXP 	clock: autoDraw = False
73.2597 	EXP 	New trial (rep=0, index=36): {'picture': 'images/50.png', 'corrAns': None}
73.3198 	EXP 	clock: autoDraw = False
73.3198 	EXP 	fixation: autoDraw = False
73.3198 	EXP 	text: autoDraw = False
73.3198 	EXP 	clock: image = 'images/50.png'
73.3198 	EXP 	clock: autoDraw = True
73.3198 	EXP 	fixation: autoDraw = True
73.3198 	EXP 	text: autoDraw = True
74.3216 	EXP 	clock: autoDraw = False
75.2595 	EXP 	New trial (rep=0, index=37): {'picture': 'images/51.png', 'corrAns': None}
75.3248 	EXP 	clock: autoDraw = False
75.3248 	EXP 	fixation: autoDraw = False
75.3248 	EXP 	text: autoDraw = False
75.3248 	EXP 	clock: image = 'images/51.png'
75.3248 	EXP 	clock: autoDraw = True
75.3248 	EXP 	fixation: autoDraw = True
75.3248 	EXP 	text: autoDraw = True
76.3283 	EXP 	clock: autoDraw = False
77.2595 	EXP 	New trial (rep=0, index=38): {'picture': 'images/52.png', 'corrAns': None}
77.3167 	EXP 	clock: autoDraw = False
77.3167 	EXP 	fixation: autoDraw = False
77.3167 	EXP 	text: autoDraw = False
77.3167 	EXP 	clock: image = 'images/52.png'
77.3167 	EXP 	clock: autoDraw = True
77.3167 	EXP 	fixation: autoDraw = True
77.3167 	EXP 	text: autoDraw = True
78.3213 	EXP 	clock: autoDraw = False
79.2597 	EXP 	New trial (rep=0, index=39): {'picture': 'images/54.png', 'corrAns': 'space'}
79.3179 	EXP 	clock: autoDraw = False
79.3179 	EXP 	fixation: autoDraw = False
79.3179 	EXP 	text: autoDraw = False
79.3179 	EXP 	clock: image = 'images/54.png'
79.3179 	EXP 	clock: autoDraw = True
79.3179 	EXP 	fixation: autoDraw = True
79.3179 	EXP 	text: autoDraw = True
80.3214 	EXP 	clock: autoDraw = False
81.2594 	EXP 	New trial (rep=0, index=40): {'picture': 'images/55.png', 'corrAns': None}
81.3210 	EXP 	clock: autoDraw = False
81.3210 	EXP 	fixation: autoDraw = False
81.3210 	EXP 	text: autoDraw = False
81.3210 	EXP 	clock: image = 'images/55.png'
81.3210 	EXP 	clock: autoDraw = True
81.3210 	EXP 	fixation: autoDraw = True
81.3210 	EXP 	text: autoDraw = True
82.3213 	EXP 	clock: autoDraw = False
83.2596 	EXP 	New trial (rep=0, index=41): {'picture': 'images/57.png', 'corrAns': 'space'}
83.3256 	EXP 	clock: autoDraw = False
83.3256 	EXP 	fixation: autoDraw = False
83.3256 	EXP 	text: autoDraw = False
83.3256 	EXP 	clock: image = 'images/57.png'
83.3256 	EXP 	clock: autoDraw = True
83.3256 	EXP 	fixation: autoDraw = True
83.3256 	EXP 	text: autoDraw = True
84.3281 	EXP 	clock: autoDraw = False
85.2590 	EXP 	New trial (rep=0, index=42): {'picture': 'images/58.png', 'corrAns': None}
85.3177 	EXP 	clock: autoDraw = False
85.3177 	EXP 	fixation: autoDraw = False
85.3177 	EXP 	text: autoDraw = False
85.3177 	EXP 	clock: image = 'images/58.png'
85.3177 	EXP 	clock: autoDraw = True
85.3177 	EXP 	fixation: autoDraw = True
85.3177 	EXP 	text: autoDraw = True
86.3212 	EXP 	clock: autoDraw = False
87.2603 	EXP 	New trial (rep=0, index=43): {'picture': 'images/59.png', 'corrAns': None}
87.3290 	EXP 	clock: autoDraw = False
87.3290 	EXP 	fixation: autoDraw = False
87.3290 	EXP 	text: autoDraw = False
87.3290 	EXP 	clock: image = 'images/59.png'
87.3290 	EXP 	clock: autoDraw = True
87.3290 	EXP 	fixation: autoDraw = True
87.3290 	EXP 	text: autoDraw = True
88.3285 	EXP 	clock: autoDraw = False
89.2599 	EXP 	New trial (rep=0, index=44): {'picture': 'images/60.png', 'corrAns': None}
89.3205 	EXP 	clock: autoDraw = False
89.3205 	EXP 	fixation: autoDraw = False
89.3205 	EXP 	text: autoDraw = False
89.3205 	EXP 	clock: image = 'images/60.png'
89.3205 	EXP 	clock: autoDraw = True
89.3205 	EXP 	fixation: autoDraw = True
89.3205 	EXP 	text: autoDraw = True
90.3215 	EXP 	clock: autoDraw = False
91.2659 	EXP 	clock: autoDraw = False
91.2659 	EXP 	fixation: autoDraw = False
91.2659 	EXP 	text: autoDraw = False
91.2659 	EXP 	duration: autoDraw = True
91.2659 	EXP 	text_4: autoDraw = True
94.2068 	DATA 	Keypress: 1
94.3735 	DATA 	Keypress: 2
94.5476 	DATA 	Keypress: 0
94.8677 	DATA 	Keypress: space
95.0746 	DATA 	Keypress: s
95.2702 	DATA 	Keypress: e
95.4152 	DATA 	Keypress: c
95.5609 	DATA 	Keypress: o
95.6726 	DATA 	Keypress: n
95.7969 	DATA 	Keypress: d
95.9150 	DATA 	Keypress: s
96.2483 	DATA 	Keypress: return
97.4945 	DATA 	Keypress: up
97.4966 	EXP 	duration: autoDraw = False
97.4966 	EXP 	text_4: autoDraw = False
97.4966 	EXP 	skips: autoDraw = True
97.4966 	EXP 	text_5: autoDraw = True
99.5489 	DATA 	Keypress: 5
100.8526 	DATA 	Keypress: 7
101.0061 	DATA 	Keypress: space
101.1441 	DATA 	Keypress: s
101.2490 	DATA 	Keypress: k
101.3871 	DATA 	Keypress: i
101.5817 	DATA 	Keypress: o
101.5827 	DATA 	Keypress: p
101.7063 	DATA 	Keypress: s
102.3524 	DATA 	Keypress: backspace
102.4707 	DATA 	Keypress: backspace
102.8314 	DATA 	Keypress: backspace
103.2972 	DATA 	Keypress: o
103.4633 	DATA 	Keypress: p
103.6160 	DATA 	Keypress: s
103.9772 	DATA 	Keypress: return
104.4503 	DATA 	Keypress: up
104.4661 	EXP 	skips: autoDraw = False
104.4661 	EXP 	text_5: autoDraw = False
104.4661 	EXP 	slider: markerPos = None
104.4661 	EXP 	slider: markerPos = None
104.4661 	EXP 	slider: autoDraw = True
104.4661 	EXP 	text_3: autoDraw = True
106.1516 	DATA 	Mouse: Left button down, pos=(1246,212)
106.1631 	EXP 	slider: markerPos = 7.883333333333334
106.1703 	EXP 	slider: markerPos = 7.883333333333334
106.1774 	EXP 	slider: markerPos = 7.883333333333334
106.1845 	EXP 	slider: markerPos = 7.883333333333334
106.1913 	EXP 	slider: markerPos = 7.883333333333334
106.1983 	EXP 	slider: markerPos = 7.883333333333334
106.2053 	EXP 	slider: markerPos = 7.883333333333334
106.2123 	EXP 	slider: markerPos = 7.883333333333334
106.2192 	EXP 	slider: markerPos = 7.883333333333334
106.2266 	EXP 	slider: markerPos = 7.883333333333334
106.2336 	EXP 	slider: markerPos = 7.883333333333334
106.2406 	EXP 	slider: markerPos = 7.883333333333334
106.2477 	EXP 	slider: markerPos = 7.883333333333334
106.2584 	EXP 	slider: markerPos = 7.883333333333334
106.2655 	EXP 	slider: markerPos = 7.883333333333334
106.2727 	EXP 	slider: markerPos = 7.883333333333334
106.2811 	EXP 	slider: markerPos = 7.883333333333334
106.2881 	EXP 	slider: markerPos = 7.883333333333334
106.2950 	EXP 	slider: markerPos = 7.883333333333334
106.3022 	EXP 	slider: markerPos = 7.883333333333334
106.3092 	EXP 	slider: markerPos = 7.883333333333334
106.3162 	EXP 	slider: markerPos = 7.883333333333334
106.3230 	EXP 	slider: markerPos = 7.883333333333334
106.3302 	EXP 	slider: markerPos = 7.883333333333334
106.3372 	EXP 	slider: markerPos = 7.875
106.3444 	EXP 	slider: markerPos = 7.866666666666666
106.3514 	EXP 	slider: markerPos = 7.858333333333333
106.3589 	EXP 	slider: markerPos = 7.833333333333334
106.3700 	EXP 	slider: markerPos = 7.816666666666666
106.3782 	EXP 	slider: markerPos = 7.791666666666667
106.3854 	EXP 	slider: markerPos = 7.775
106.3928 	EXP 	slider: markerPos = 7.75
106.4001 	EXP 	slider: markerPos = 7.716666666666666
106.4071 	EXP 	slider: markerPos = 7.683333333333334
106.4144 	EXP 	slider: markerPos = 7.658333333333333
106.4251 	EXP 	slider: markerPos = 7.616666666666666
106.4327 	EXP 	slider: markerPos = 7.541666666666667
106.4401 	EXP 	slider: markerPos = 7.4833333333333325
106.4477 	EXP 	slider: markerPos = 7.441666666666667
106.4549 	EXP 	slider: markerPos = 7.4
106.4621 	EXP 	slider: markerPos = 7.341666666666667
106.4695 	EXP 	slider: markerPos = 7.308333333333334
106.4766 	EXP 	slider: markerPos = 7.258333333333334
106.4841 	EXP 	slider: markerPos = 7.2
106.4947 	EXP 	slider: markerPos = 7.166666666666666
106.5033 	EXP 	slider: markerPos = 7.1000000000000005
106.5106 	EXP 	slider: markerPos = 7.066666666666666
106.5177 	EXP 	slider: markerPos = 7.033333333333333
106.5249 	EXP 	slider: markerPos = 7.016666666666667
106.5327 	EXP 	slider: markerPos = 6.9833333333333325
106.5435 	EXP 	slider: markerPos = 6.966666666666667
106.5519 	EXP 	slider: markerPos = 6.925
106.5590 	EXP 	slider: markerPos = 6.908333333333333
106.5662 	EXP 	slider: markerPos = 6.908333333333333
106.5735 	EXP 	slider: markerPos = 6.9
106.5806 	EXP 	slider: markerPos = 6.8916666666666675
106.5878 	EXP 	slider: markerPos = 6.883333333333333
106.5951 	EXP 	slider: markerPos = 6.883333333333333
106.6058 	EXP 	slider: markerPos = 6.883333333333333
106.6130 	EXP 	slider: markerPos = 6.883333333333333
106.6204 	EXP 	slider: markerPos = 6.883333333333333
106.6278 	EXP 	slider: markerPos = 6.883333333333333
106.6351 	EXP 	slider: markerPos = 6.883333333333333
106.6421 	EXP 	slider: markerPos = 6.883333333333333
106.6495 	EXP 	slider: markerPos = 6.883333333333333
106.6568 	EXP 	slider: markerPos = 6.883333333333333
106.6639 	EXP 	slider: markerPos = 6.883333333333333
106.6711 	EXP 	slider: markerPos = 6.883333333333333
106.6785 	EXP 	slider: markerPos = 6.883333333333333
106.6889 	EXP 	slider: markerPos = 6.883333333333333
106.6959 	EXP 	slider: markerPos = 6.883333333333333
106.7039 	EXP 	slider: markerPos = 6.8916666666666675
106.7116 	EXP 	slider: markerPos = 6.8916666666666675
106.7189 	EXP 	slider: markerPos = 6.9
106.7261 	EXP 	slider: markerPos = 6.9
106.7331 	EXP 	slider: markerPos = 6.908333333333333
106.7402 	EXP 	slider: markerPos = 6.916666666666667
106.7472 	EXP 	slider: markerPos = 6.925
106.7544 	EXP 	slider: markerPos = 6.933333333333333
106.7621 	EXP 	slider: markerPos = 6.95
106.7726 	EXP 	slider: markerPos = 6.966666666666667
106.7810 	EXP 	slider: markerPos = 6.9833333333333325
106.7887 	EXP 	slider: markerPos = 7.033333333333333
106.7964 	EXP 	slider: markerPos = 7.108333333333333
106.8072 	EXP 	slider: markerPos = 7.175
106.8147 	EXP 	slider: markerPos = 7.2749999999999995
106.8225 	EXP 	slider: markerPos = 7.558333333333334
106.8297 	EXP 	slider: markerPos = 7.725
106.8371 	EXP 	slider: markerPos = 7.908333333333333
106.8443 	EXP 	slider: markerPos = 8.15
106.8518 	EXP 	slider: markerPos = 8.291666666666666
106.8589 	EXP 	slider: markerPos = 8.416666666666668
106.8697 	EXP 	slider: markerPos = 8.575
106.8772 	EXP 	slider: markerPos = 8.725000000000001
106.8853 	EXP 	slider: markerPos = 8.866666666666667
106.8927 	EXP 	slider: markerPos = 9.116666666666667
106.9001 	EXP 	slider: markerPos = 9.241666666666667
106.9072 	EXP 	slider: markerPos = 9.366666666666667
106.9152 	EXP 	slider: markerPos = 9.45
106.9251 	EXP 	slider: markerPos = 9.533333333333333
106.9325 	EXP 	slider: markerPos = 9.6
106.9404 	EXP 	slider: markerPos = 9.675
106.9479 	EXP 	slider: markerPos = 9.733333333333333
106.9551 	EXP 	slider: markerPos = 9.775
106.9623 	EXP 	slider: markerPos = 9.858333333333334
106.9693 	EXP 	slider: markerPos = 9.891666666666666
106.9763 	EXP 	slider: markerPos = 9.916666666666666
106.9835 	EXP 	slider: markerPos = 9.925
106.9908 	EXP 	slider: markerPos = 9.941666666666666
107.0015 	EXP 	slider: markerPos = 9.958333333333334
107.0087 	EXP 	slider: markerPos = 9.958333333333334
107.0162 	EXP 	slider: markerPos = 9.958333333333334
107.0239 	EXP 	slider: markerPos = 9.966666666666667
107.0309 	EXP 	slider: markerPos = 9.966666666666667
107.0378 	EXP 	slider: markerPos = 9.966666666666667
107.0450 	EXP 	slider: markerPos = 9.966666666666667
107.0520 	EXP 	slider: markerPos = 9.966666666666667
107.0593 	EXP 	slider: markerPos = 9.966666666666667
107.0665 	EXP 	slider: markerPos = 9.966666666666667
107.0736 	EXP 	slider: markerPos = 9.966666666666667
107.0804 	EXP 	slider: markerPos = 9.966666666666667
107.0872 	EXP 	slider: markerPos = 9.966666666666667
107.0943 	EXP 	slider: markerPos = 9.966666666666667
107.1010 	EXP 	slider: markerPos = 9.966666666666667
107.1079 	EXP 	slider: markerPos = 9.966666666666667
107.1155 	EXP 	slider: markerPos = 9.966666666666667
107.1225 	EXP 	slider: markerPos = 9.958333333333334
107.1297 	EXP 	slider: markerPos = 9.958333333333334
107.1404 	EXP 	slider: markerPos = 9.958333333333334
107.1477 	EXP 	slider: markerPos = 9.95
107.1550 	EXP 	slider: markerPos = 9.95
107.1629 	EXP 	slider: markerPos = 9.95
107.1700 	EXP 	slider: markerPos = 9.941666666666666
107.1771 	EXP 	slider: markerPos = 9.941666666666666
107.1844 	EXP 	slider: markerPos = 9.933333333333334
107.1914 	EXP 	slider: markerPos = 9.916666666666666
107.1984 	EXP 	slider: markerPos = 9.916666666666666
107.2053 	EXP 	slider: markerPos = 9.9
107.2133 	EXP 	slider: markerPos = 9.883333333333333
107.2236 	EXP 	slider: markerPos = 9.850000000000001
107.2312 	EXP 	slider: markerPos = 9.791666666666666
107.2388 	EXP 	slider: markerPos = 9.725
107.2463 	EXP 	slider: markerPos = 9.641666666666667
107.2535 	EXP 	slider: markerPos = 9.483333333333334
107.2607 	EXP 	slider: markerPos = 9.25
107.2677 	EXP 	slider: markerPos = 8.908333333333335
107.2751 	EXP 	slider: markerPos = 8.541666666666668
107.2823 	EXP 	slider: markerPos = 7.8
107.2903 	EXP 	slider: markerPos = 7.4
107.3002 	EXP 	slider: markerPos = 7.008333333333334
107.3075 	EXP 	slider: markerPos = 6.633333333333333
107.3153 	EXP 	slider: markerPos = 6.175
107.3227 	EXP 	slider: markerPos = 5.775
107.3300 	EXP 	slider: markerPos = 5.433333333333334
107.3371 	EXP 	slider: markerPos = 5.133333333333333
107.3442 	EXP 	slider: markerPos = 4.933333333333334
107.3512 	EXP 	slider: markerPos = 4.725
107.3582 	EXP 	slider: markerPos = 4.55
107.3654 	EXP 	slider: markerPos = 4.425
107.3723 	EXP 	slider: markerPos = 4.425
107.3792 	EXP 	slider: markerPos = 4.425
107.3861 	EXP 	slider: markerPos = 4.425
107.3930 	EXP 	slider: markerPos = 4.425
107.3997 	EXP 	slider: markerPos = 4.425
107.4065 	EXP 	slider: markerPos = 4.425
107.4135 	EXP 	slider: markerPos = 4.425
107.4202 	EXP 	slider: markerPos = 4.425
107.4273 	EXP 	slider: markerPos = 4.425
107.4341 	EXP 	slider: markerPos = 4.425
107.4416 	EXP 	slider: markerPos = 4.425
107.4485 	EXP 	slider: markerPos = 4.425
107.4552 	EXP 	slider: markerPos = 4.425
107.4622 	EXP 	slider: markerPos = 4.425
107.4690 	EXP 	slider: markerPos = 4.425
107.4762 	EXP 	slider: markerPos = 4.425
107.4830 	EXP 	slider: markerPos = 4.425
107.4899 	EXP 	slider: markerPos = 4.425
107.4969 	EXP 	slider: markerPos = 4.425
107.5038 	EXP 	slider: markerPos = 4.425
107.5110 	EXP 	slider: markerPos = 4.425
107.5180 	EXP 	slider: markerPos = 4.425
107.5248 	EXP 	slider: markerPos = 4.425
107.5317 	EXP 	slider: markerPos = 4.425
107.5386 	EXP 	slider: markerPos = 4.425
107.5463 	EXP 	slider: markerPos = 4.425
107.5570 	EXP 	slider: markerPos = 4.4
107.5648 	EXP 	slider: markerPos = 4.291666666666666
107.5726 	EXP 	slider: markerPos = 4.208333333333334
107.5806 	EXP 	slider: markerPos = 4.016666666666667
107.5922 	EXP 	slider: markerPos = 3.6916666666666664
107.6002 	EXP 	slider: markerPos = 3.141666666666667
107.6082 	EXP 	slider: markerPos = 2.8499999999999996
107.6200 	EXP 	slider: markerPos = 2.591666666666667
107.6281 	EXP 	slider: markerPos = 2.175
107.6360 	EXP 	slider: markerPos = 2.041666666666667
107.6475 	EXP 	slider: markerPos = 1.8583333333333334
107.6556 	EXP 	slider: markerPos = 1.6249999999999998
107.6636 	EXP 	slider: markerPos = 1.5416666666666665
107.6751 	EXP 	slider: markerPos = 1.45
107.6832 	EXP 	slider: markerPos = 1.3666666666666667
107.6910 	EXP 	slider: markerPos = 1.3333333333333333
107.7030 	EXP 	slider: markerPos = 1.3166666666666669
107.7107 	EXP 	slider: markerPos = 1.3083333333333333
107.7184 	EXP 	slider: markerPos = 1.3083333333333333
107.7262 	EXP 	slider: markerPos = 1.3083333333333333
107.7378 	EXP 	slider: markerPos = 1.3083333333333333
107.7460 	EXP 	slider: markerPos = 1.3083333333333333
107.7535 	EXP 	slider: markerPos = 1.3166666666666669
107.7657 	EXP 	slider: markerPos = 1.3166666666666669
107.7740 	EXP 	slider: markerPos = 1.3333333333333333
107.7831 	EXP 	slider: markerPos = 1.3499999999999996
107.7934 	EXP 	slider: markerPos = 1.3583333333333332
107.8013 	EXP 	slider: markerPos = 1.3666666666666667
107.8091 	EXP 	slider: markerPos = 1.383333333333333
107.8171 	EXP 	slider: markerPos = 1.3916666666666666
107.8280 	EXP 	slider: markerPos = 1.4083333333333337
107.8359 	EXP 	slider: markerPos = 1.4333333333333336
107.8435 	EXP 	slider: markerPos = 1.4666666666666668
107.8513 	EXP 	slider: markerPos = 1.5166666666666666
107.8627 	EXP 	slider: markerPos = 1.5999999999999999
107.8705 	EXP 	slider: markerPos = 1.6833333333333336
107.8783 	EXP 	slider: markerPos = 1.958333333333333
107.8866 	EXP 	slider: markerPos = 2.158333333333333
107.8975 	EXP 	slider: markerPos = 2.3833333333333337
107.9052 	EXP 	slider: markerPos = 2.9583333333333335
107.9130 	EXP 	slider: markerPos = 3.333333333333334
107.9211 	EXP 	slider: markerPos = 3.533333333333333
107.9321 	EXP 	slider: markerPos = 3.9333333333333336
107.9397 	EXP 	slider: markerPos = 4.3916666666666675
107.9475 	EXP 	slider: markerPos = 5.158333333333333
107.9553 	EXP 	slider: markerPos = 5.541666666666667
107.9669 	EXP 	slider: markerPos = 5.891666666666667
107.9753 	EXP 	slider: markerPos = 6.375
107.9833 	EXP 	slider: markerPos = 6.508333333333334
107.9948 	EXP 	slider: markerPos = 6.65
108.0029 	EXP 	slider: markerPos = 6.916666666666667
108.0104 	EXP 	slider: markerPos = 6.991666666666667
108.0225 	EXP 	slider: markerPos = 7.066666666666666
108.0305 	EXP 	slider: markerPos = 7.158333333333333
108.0378 	EXP 	slider: markerPos = 7.183333333333333
108.0456 	EXP 	slider: markerPos = 7.2
108.0570 	EXP 	slider: markerPos = 7.2
108.0645 	EXP 	slider: markerPos = 7.2
108.0720 	EXP 	slider: markerPos = 7.2
108.0795 	EXP 	slider: markerPos = 7.2
108.0870 	EXP 	slider: markerPos = 7.2
108.0986 	EXP 	slider: markerPos = 7.2
108.1062 	EXP 	slider: markerPos = 7.2
108.1137 	EXP 	slider: markerPos = 7.2
108.1210 	EXP 	slider: markerPos = 7.2
108.1283 	EXP 	slider: markerPos = 7.2
108.1362 	EXP 	slider: markerPos = 7.2
108.1473 	EXP 	slider: markerPos = 7.2
108.1547 	EXP 	slider: markerPos = 7.2
108.1624 	EXP 	slider: markerPos = 7.2
108.1697 	EXP 	slider: markerPos = 7.2
108.1774 	EXP 	slider: markerPos = 7.2
108.1889 	EXP 	slider: markerPos = 7.2
108.1966 	EXP 	slider: markerPos = 7.2
108.2041 	EXP 	slider: markerPos = 7.2
108.2114 	EXP 	slider: markerPos = 7.2
108.2188 	EXP 	slider: markerPos = 7.2
108.2307 	EXP 	slider: markerPos = 7.2
108.2383 	EXP 	slider: markerPos = 7.2
108.2460 	EXP 	slider: markerPos = 7.2
108.2537 	EXP 	slider: markerPos = 7.2
108.2656 	EXP 	slider: markerPos = 7.208333333333334
108.2740 	EXP 	slider: markerPos = 7.225
108.2824 	EXP 	slider: markerPos = 7.324999999999999
108.2936 	EXP 	slider: markerPos = 7.441666666666667
108.3019 	EXP 	slider: markerPos = 7.758333333333334
108.3145 	EXP 	slider: markerPos = 8.158333333333333
108.3229 	EXP 	slider: markerPos = 9.541666666666666
108.3355 	EXP 	slider: markerPos = 10.216666666666667
108.3436 	EXP 	slider: markerPos = 11.766666666666666
108.3520 	EXP 	slider: markerPos = 12.183333333333332
108.3627 	EXP 	slider: markerPos = 12.599999999999998
108.3709 	EXP 	slider: markerPos = 13.016666666666666
108.3783 	EXP 	slider: markerPos = 13.116666666666667
108.3856 	EXP 	slider: markerPos = 13.191666666666666
108.3926 	EXP 	slider: markerPos = 13.25
108.4000 	EXP 	slider: markerPos = 13.275
108.4072 	EXP 	slider: markerPos = 13.291666666666666
108.4144 	EXP 	slider: markerPos = 13.308333333333332
108.4251 	EXP 	slider: markerPos = 13.325
108.4323 	EXP 	slider: markerPos = 13.325
108.4407 	EXP 	slider: markerPos = 13.325
108.4479 	EXP 	slider: markerPos = 13.333333333333332
108.4554 	EXP 	slider: markerPos = 13.333333333333332
108.4626 	EXP 	slider: markerPos = 13.333333333333332
108.4698 	EXP 	slider: markerPos = 13.333333333333332
108.4770 	EXP 	slider: markerPos = 13.333333333333332
108.4879 	EXP 	slider: markerPos = 13.333333333333332
108.4960 	EXP 	slider: markerPos = 13.333333333333332
108.5032 	EXP 	slider: markerPos = 13.333333333333332
108.5104 	EXP 	slider: markerPos = 13.333333333333332
108.5174 	EXP 	slider: markerPos = 13.333333333333332
108.5245 	EXP 	slider: markerPos = 13.333333333333332
108.5315 	EXP 	slider: markerPos = 13.333333333333332
108.5386 	EXP 	slider: markerPos = 13.333333333333332
108.5456 	EXP 	slider: markerPos = 13.333333333333332
108.5529 	EXP 	slider: markerPos = 13.333333333333332
108.5599 	EXP 	slider: markerPos = 13.316666666666666
108.5667 	EXP 	slider: markerPos = 13.316666666666666
108.5741 	EXP 	slider: markerPos = 13.316666666666666
