12.5504 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
50.3088 	EXP 	fixation: autoDraw = True
50.3088 	EXP 	text: autoDraw = True
51.3099 	EXP 	clock: autoDraw = False
52.2547 	EXP 	New trial (rep=0, index=24): {'picture': 'images/33.png', 'corrAns': None}
52.3084 	EXP 	clock: autoDraw = False
52.3084 	EXP 	fixation: autoDraw = False
52.3084 	EXP 	text: autoDraw = False
52.3084 	EXP 	clock: image = 'images/33.png'
52.3084 	EXP 	clock: autoDraw = True
52.3084 	EXP 	fixation: autoDraw = True
52.3084 	EXP 	text: autoDraw = True
53.3099 	EXP 	clock: autoDraw = False
54.2547 	EXP 	New trial (rep=0, index=25): {'picture': 'images/34.png', 'corrAns': None}
54.3088 	EXP 	clock: autoDraw = False
54.3088 	EXP 	fixation: autoDraw = False
54.3088 	EXP 	text: autoDraw = False
54.3088 	EXP 	clock: image = 'images/34.png'
54.3088 	EXP 	clock: autoDraw = True
54.3088 	EXP 	fixation: autoDraw = True
54.3088 	EXP 	text: autoDraw = True
55.3097 	EXP 	clock: autoDraw = False
56.2546 	EXP 	New trial (rep=0, index=26): {'picture': 'images/36.png', 'corrAns': 'space'}
56.3088 	EXP 	clock: autoDraw = False
56.3088 	EXP 	fixation: autoDraw = False
56.3088 	EXP 	text: autoDraw = False
56.3088 	EXP 	clock: image = 'images/36.png'
56.3088 	EXP 	clock: autoDraw = True
56.3088 	EXP 	fixation: autoDraw = True
56.3088 	EXP 	text: autoDraw = True
57.3097 	EXP 	clock: autoDraw = False
58.2545 	EXP 	New trial (rep=0, index=27): {'picture': 'images/37.png', 'corrAns': None}
58.3092 	EXP 	clock: autoDraw = False
58.3092 	EXP 	fixation: autoDraw = False
58.3092 	EXP 	text: autoDraw = False
58.3092 	EXP 	clock: image = 'images/37.png'
58.3092 	EXP 	clock: autoDraw = True
58.3092 	EXP 	fixation: autoDraw = True
58.3092 	EXP 	text: autoDraw = True
59.3096 	EXP 	clock: autoDraw = False
60.2547 	EXP 	New trial (rep=0, index=28): {'picture': 'images/38.png', 'corrAns': None}
60.3080 	EXP 	clock: autoDraw = False
60.3080 	EXP 	fixation: autoDraw = False
60.3080 	EXP 	text: autoDraw = False
60.3080 	EXP 	clock: image = 'images/38.png'
60.3080 	EXP 	clock: autoDraw = True
60.3080 	EXP 	fixation: autoDraw = True
60.3080 	EXP 	text: autoDraw = True
61.3096 	EXP 	clock: autoDraw = False
62.2545 	EXP 	New trial (rep=0, index=29): {'picture': 'images/40.png', 'corrAns': 'space'}
62.3080 	EXP 	clock: autoDraw = False
62.3080 	EXP 	fixation: autoDraw = False
62.3080 	EXP 	text: autoDraw = False
62.3080 	EXP 	clock: image = 'images/40.png'
62.3080 	EXP 	clock: autoDraw = True
62.3080 	EXP 	fixation: autoDraw = True
62.3080 	EXP 	text: autoDraw = True
63.3097 	EXP 	clock: autoDraw = False
64.2545 	EXP 	New trial (rep=0, index=30): {'picture': 'images/41.png', 'corrAns': None}
64.3083 	EXP 	clock: autoDraw = False
64.3083 	EXP 	fixation: autoDraw = False
64.3083 	EXP 	text: autoDraw = False
64.3083 	EXP 	clock: image = 'images/41.png'
64.3083 	EXP 	clock: autoDraw = True
64.3083 	EXP 	fixation: autoDraw = True
64.3083 	EXP 	text: autoDraw = True
65.3097 	EXP 	clock: autoDraw = False
66.2545 	EXP 	New trial (rep=0, index=31): {'picture': 'images/43.png', 'corrAns': 'space'}
66.3084 	EXP 	clock: autoDraw = False
66.3084 	EXP 	fixation: autoDraw = False
66.3084 	EXP 	text: autoDraw = False
66.3084 	EXP 	clock: image = 'images/43.png'
66.3084 	EXP 	clock: autoDraw = True
66.3084 	EXP 	fixation: autoDraw = True
66.3084 	EXP 	text: autoDraw = True
67.3094 	EXP 	clock: autoDraw = False
68.2551 	EXP 	New trial (rep=0, index=32): {'picture': 'images/44.png', 'corrAns': None}
68.3097 	EXP 	clock: autoDraw = False
68.3097 	EXP 	fixation: autoDraw = False
68.3097 	EXP 	text: autoDraw = False
68.3097 	EXP 	clock: image = 'images/44.png'
68.3097 	EXP 	clock: autoDraw = True
68.3097 	EXP 	fixation: autoDraw = True
68.3097 	EXP 	text: autoDraw = True
69.3105 	EXP 	clock: autoDraw = False
70.2554 	EXP 	New trial (rep=0, index=33): {'picture': 'images/46.png', 'corrAns': 'space'}
70.3101 	EXP 	clock: autoDraw = False
70.3101 	EXP 	fixation: autoDraw = False
70.3101 	EXP 	text: autoDraw = False
70.3101 	EXP 	clock: image = 'images/46.png'
70.3101 	EXP 	clock: autoDraw = True
70.3101 	EXP 	fixation: autoDraw = True
70.3101 	EXP 	text: autoDraw = True
71.3101 	EXP 	clock: autoDraw = False
72.2549 	EXP 	New trial (rep=0, index=34): {'picture': 'images/48.png', 'corrAns': 'space'}
72.3095 	EXP 	clock: autoDraw = False
72.3095 	EXP 	fixation: autoDraw = False
72.3095 	EXP 	text: autoDraw = False
72.3095 	EXP 	clock: image = 'images/48.png'
72.3095 	EXP 	clock: autoDraw = True
72.3095 	EXP 	fixation: autoDraw = True
72.3095 	EXP 	text: autoDraw = True
73.3099 	EXP 	clock: autoDraw = False
74.2547 	EXP 	New trial (rep=0, index=35): {'picture': 'images/49.png', 'corrAns': None}
74.3089 	EXP 	clock: autoDraw = False
74.3089 	EXP 	fixation: autoDraw = False
74.3089 	EXP 	text: autoDraw = False
74.3089 	EXP 	clock: image = 'images/49.png'
74.3089 	EXP 	clock: autoDraw = True
74.3089 	EXP 	fixation: autoDraw = True
74.3089 	EXP 	text: autoDraw = True
75.3098 	EXP 	clock: autoDraw = False
76.2550 	EXP 	New trial (rep=0, index=36): {'picture': 'images/50.png', 'corrAns': None}
76.3110 	EXP 	clock: autoDraw = False
76.3110 	EXP 	fixation: autoDraw = False
76.3110 	EXP 	text: autoDraw = False
76.3110 	EXP 	clock: image = 'images/50.png'
76.3110 	EXP 	clock: autoDraw = True
76.3110 	EXP 	fixation: autoDraw = True
76.3110 	EXP 	text: autoDraw = True
77.3167 	EXP 	clock: autoDraw = False
78.2549 	EXP 	New trial (rep=0, index=37): {'picture': 'images/51.png', 'corrAns': None}
78.3106 	EXP 	clock: autoDraw = False
78.3106 	EXP 	fixation: autoDraw = False
78.3106 	EXP 	text: autoDraw = False
78.3106 	EXP 	clock: image = 'images/51.png'
78.3106 	EXP 	clock: autoDraw = True
78.3106 	EXP 	fixation: autoDraw = True
78.3106 	EXP 	text: autoDraw = True
79.3097 	EXP 	clock: autoDraw = False
80.2547 	EXP 	New trial (rep=0, index=38): {'picture': 'images/52.png', 'corrAns': None}
80.3105 	EXP 	clock: autoDraw = False
80.3105 	EXP 	fixation: autoDraw = False
80.3105 	EXP 	text: autoDraw = False
80.3105 	EXP 	clock: image = 'images/52.png'
80.3105 	EXP 	clock: autoDraw = True
80.3105 	EXP 	fixation: autoDraw = True
80.3105 	EXP 	text: autoDraw = True
81.3096 	EXP 	clock: autoDraw = False
82.2550 	EXP 	New trial (rep=0, index=39): {'picture': 'images/54.png', 'corrAns': 'space'}
82.3097 	EXP 	clock: autoDraw = False
82.3097 	EXP 	fixation: autoDraw = False
82.3097 	EXP 	text: autoDraw = False
82.3097 	EXP 	clock: image = 'images/54.png'
82.3097 	EXP 	clock: autoDraw = True
82.3097 	EXP 	fixation: autoDraw = True
82.3097 	EXP 	text: autoDraw = True
83.3096 	EXP 	clock: autoDraw = False
84.2549 	EXP 	New trial (rep=0, index=40): {'picture': 'images/55.png', 'corrAns': None}
84.3092 	EXP 	clock: autoDraw = False
84.3092 	EXP 	fixation: autoDraw = False
84.3092 	EXP 	text: autoDraw = False
84.3092 	EXP 	clock: image = 'images/55.png'
84.3092 	EXP 	clock: autoDraw = True
84.3092 	EXP 	fixation: autoDraw = True
84.3092 	EXP 	text: autoDraw = True
85.3094 	EXP 	clock: autoDraw = False
86.2550 	EXP 	New trial (rep=0, index=41): {'picture': 'images/57.png', 'corrAns': 'space'}
86.3098 	EXP 	clock: autoDraw = False
86.3098 	EXP 	fixation: autoDraw = False
86.3098 	EXP 	text: autoDraw = False
86.3098 	EXP 	clock: image = 'images/57.png'
86.3098 	EXP 	clock: autoDraw = True
86.3098 	EXP 	fixation: autoDraw = True
86.3098 	EXP 	text: autoDraw = True
86.7302 	DATA 	Keypress: space
86.9165 	DATA 	Keypress: space
87.1382 	DATA 	Keypress: space
87.3096 	EXP 	clock: autoDraw = False
87.3886 	DATA 	Keypress: space
87.6245 	DATA 	Keypress: space
87.8533 	DATA 	Keypress: space
88.0062 	DATA 	Keypress: space
88.2548 	EXP 	New trial (rep=0, index=42): {'picture': 'images/58.png', 'corrAns': None}
88.3077 	DATA 	Keypress: space
88.3095 	EXP 	clock: autoDraw = False
88.3095 	EXP 	fixation: autoDraw = False
88.3095 	EXP 	text: autoDraw = False
88.3095 	EXP 	clock: image = 'images/58.png'
88.3095 	EXP 	clock: autoDraw = True
88.3095 	EXP 	fixation: autoDraw = True
88.3095 	EXP 	text: autoDraw = True
88.4320 	DATA 	Keypress: space
88.6040 	DATA 	Keypress: space
88.7423 	DATA 	Keypress: space
89.3094 	EXP 	clock: autoDraw = False
90.2548 	EXP 	New trial (rep=0, index=43): {'picture': 'images/59.png', 'corrAns': None}
90.3090 	EXP 	clock: autoDraw = False
90.3090 	EXP 	fixation: autoDraw = False
90.3090 	EXP 	text: autoDraw = False
90.3090 	EXP 	clock: image = 'images/59.png'
90.3090 	EXP 	clock: autoDraw = True
90.3090 	EXP 	fixation: autoDraw = True
90.3090 	EXP 	text: autoDraw = True
91.3093 	EXP 	clock: autoDraw = False
92.2547 	EXP 	New trial (rep=0, index=44): {'picture': 'images/60.png', 'corrAns': None}
92.3088 	EXP 	clock: autoDraw = False
92.3088 	EXP 	fixation: autoDraw = False
92.3088 	EXP 	text: autoDraw = False
92.3088 	EXP 	clock: image = 'images/60.png'
92.3088 	EXP 	clock: autoDraw = True
92.3088 	EXP 	fixation: autoDraw = True
92.3088 	EXP 	text: autoDraw = True
93.3093 	EXP 	clock: autoDraw = False
94.2606 	EXP 	clock: autoDraw = False
94.2606 	EXP 	fixation: autoDraw = False
94.2606 	EXP 	text: autoDraw = False
94.2606 	EXP 	duration: autoDraw = True
94.2606 	EXP 	text_4: autoDraw = True
96.0557 	DATA 	Keypress: 5
96.1043 	DATA 	Keypress: 6
97.2639 	DATA 	Keypress: space
97.4792 	DATA 	Keypress: s
97.6597 	DATA 	Keypress: e
97.8755 	DATA 	Keypress: c
98.0626 	DATA 	Keypress: p
98.5627 	DATA 	Keypress: backspace
98.8125 	DATA 	Keypress: o
98.9114 	DATA 	Keypress: n
99.0289 	DATA 	Keypress: d
99.1187 	DATA 	Keypress: s
99.9658 	DATA 	Keypress: up
99.9762 	EXP 	duration: autoDraw = False
99.9762 	EXP 	text_4: autoDraw = False
99.9762 	EXP 	skips: autoDraw = True
99.9762 	EXP 	text_5: autoDraw = True
101.0427 	DATA 	Keypress: 2
101.1736 	DATA 	Keypress: 3
101.2087 	DATA 	Keypress: 4
103.5128 	DATA 	Keypress: right
103.5166 	EXP 	skips: autoDraw = False
103.5166 	EXP 	text_5: autoDraw = False
103.5166 	EXP 	slider: markerPos = None
103.5166 	EXP 	slider: markerPos = None
103.5166 	EXP 	slider: autoDraw = True
103.5166 	EXP 	text_3: autoDraw = True
104.9357 	DATA 	Mouse: Left button down, pos=(807,254)
104.9427 	EXP 	slider: markerPos = 4.225
104.9498 	EXP 	slider: markerPos = 4.225
104.9568 	EXP 	slider: markerPos = 4.225
104.9639 	EXP 	slider: markerPos = 4.225
104.9708 	EXP 	slider: markerPos = 4.225
104.9778 	EXP 	slider: markerPos = 4.225
104.9847 	EXP 	slider: markerPos = 4.225
104.9917 	EXP 	slider: markerPos = 4.225
104.9988 	EXP 	slider: markerPos = 4.225
105.0055 	EXP 	slider: markerPos = 4.225
105.0123 	EXP 	slider: markerPos = 4.225
105.0195 	EXP 	slider: markerPos = 4.225
105.0263 	EXP 	slider: markerPos = 4.225
105.0333 	EXP 	slider: markerPos = 4.225
105.0401 	EXP 	slider: markerPos = 4.225
105.0471 	EXP 	slider: markerPos = 4.225
105.0541 	EXP 	slider: markerPos = 4.225
105.0610 	EXP 	slider: markerPos = 4.225
105.0680 	EXP 	slider: markerPos = 4.225
105.0754 	EXP 	slider: markerPos = 4.225
105.0824 	EXP 	slider: markerPos = 4.225
105.0895 	EXP 	slider: markerPos = 4.225
105.0967 	EXP 	slider: markerPos = 4.225
105.1039 	EXP 	slider: markerPos = 4.225
105.1144 	EXP 	slider: markerPos = 4.225
105.1215 	EXP 	slider: markerPos = 4.225
105.1292 	EXP 	slider: markerPos = 4.225
105.1365 	EXP 	slider: markerPos = 4.225
105.1439 	EXP 	slider: markerPos = 4.241666666666666
105.1514 	EXP 	slider: markerPos = 4.258333333333333
105.1587 	EXP 	slider: markerPos = 4.283333333333333
105.1660 	EXP 	slider: markerPos = 4.341666666666667
105.1733 	EXP 	slider: markerPos = 4.383333333333333
105.1837 	EXP 	slider: markerPos = 4.458333333333333
105.1910 	EXP 	slider: markerPos = 4.533333333333333
105.1988 	EXP 	slider: markerPos = 4.633333333333333
105.2064 	EXP 	slider: markerPos = 4.824999999999999
105.2138 	EXP 	slider: markerPos = 4.9
105.2211 	EXP 	slider: markerPos = 5.0
105.2284 	EXP 	slider: markerPos = 5.083333333333334
105.2357 	EXP 	slider: markerPos = 5.158333333333333
105.2466 	EXP 	slider: markerPos = 5.216666666666667
105.2548 	EXP 	slider: markerPos = 5.291666666666667
105.2621 	EXP 	slider: markerPos = 5.366666666666666
105.2693 	EXP 	slider: markerPos = 5.416666666666667
105.2763 	EXP 	slider: markerPos = 5.475
105.2837 	EXP 	slider: markerPos = 5.516666666666667
105.2908 	EXP 	slider: markerPos = 5.566666666666666
105.2980 	EXP 	slider: markerPos = 5.625
105.3052 	EXP 	slider: markerPos = 5.666666666666666
105.3159 	EXP 	slider: markerPos = 5.7250000000000005
105.3231 	EXP 	slider: markerPos = 5.775
105.3315 	EXP 	slider: markerPos = 5.808333333333333
105.3388 	EXP 	slider: markerPos = 5.883333333333334
105.3460 	EXP 	slider: markerPos = 5.916666666666666
105.3531 	EXP 	slider: markerPos = 5.933333333333334
105.3603 	EXP 	slider: markerPos = 5.95
105.3677 	EXP 	slider: markerPos = 5.966666666666667
105.3783 	EXP 	slider: markerPos = 5.983333333333333
105.3855 	EXP 	slider: markerPos = 5.991666666666666
105.3934 	EXP 	slider: markerPos = 6.0
105.4006 	EXP 	slider: markerPos = 6.016666666666666
105.4080 	EXP 	slider: markerPos = 6.016666666666666
105.4154 	EXP 	slider: markerPos = 6.025
105.4227 	EXP 	slider: markerPos = 6.033333333333333
105.4300 	EXP 	slider: markerPos = 6.033333333333333
105.4373 	EXP 	slider: markerPos = 6.033333333333333
105.4476 	EXP 	slider: markerPos = 6.033333333333333
105.4549 	EXP 	slider: markerPos = 6.033333333333333
105.4620 	EXP 	slider: markerPos = 6.033333333333333
105.4695 	EXP 	slider: markerPos = 6.033333333333333
105.4771 	EXP 	slider: markerPos = 6.033333333333333
105.4842 	EXP 	slider: markerPos = 6.033333333333333
105.4916 	EXP 	slider: markerPos = 6.033333333333333
105.4988 	EXP 	slider: markerPos = 6.033333333333333
105.5060 	EXP 	slider: markerPos = 6.033333333333333
105.5133 	EXP 	slider: markerPos = 6.033333333333333
105.5205 	EXP 	slider: markerPos = 6.033333333333333
105.5309 	EXP 	slider: markerPos = 6.033333333333333
105.5379 	EXP 	slider: markerPos = 6.033333333333333
105.5452 	EXP 	slider: markerPos = 6.033333333333333
105.5531 	EXP 	slider: markerPos = 6.033333333333333
105.5604 	EXP 	slider: markerPos = 6.033333333333333
105.5677 	EXP 	slider: markerPos = 6.033333333333333
105.5749 	EXP 	slider: markerPos = 6.033333333333333
105.5820 	EXP 	slider: markerPos = 6.033333333333333
105.5891 	EXP 	slider: markerPos = 6.033333333333333
105.5957 	EXP 	slider: markerPos = 6.033333333333333
105.6026 	EXP 	slider: markerPos = 6.033333333333333
105.6097 	EXP 	slider: markerPos = 6.033333333333333
105.6168 	EXP 	slider: markerPos = 6.033333333333333
105.6239 	EXP 	slider: markerPos = 6.033333333333333
105.6310 	EXP 	slider: markerPos = 6.033333333333333
105.6383 	EXP 	slider: markerPos = 6.033333333333333
105.6454 	EXP 	slider: markerPos = 6.033333333333333
105.6560 	EXP 	slider: markerPos = 6.033333333333333
105.6630 	EXP 	slider: markerPos = 6.033333333333333
105.6703 	EXP 	slider: markerPos = 6.033333333333333
105.6784 	EXP 	slider: markerPos = 6.025
105.6856 	EXP 	slider: markerPos = 6.025
105.6928 	EXP 	slider: markerPos = 6.025
105.7000 	EXP 	slider: markerPos = 6.025
105.7072 	EXP 	slider: markerPos = 6.025
105.7144 	EXP 	slider: markerPos = 6.025
105.7216 	EXP 	slider: markerPos = 6.025
105.7288 	EXP 	slider: markerPos = 6.025
105.7393 	EXP 	slider: markerPos = 6.025
105.7463 	EXP 	slider: markerPos = 6.025
105.7535 	EXP 	slider: markerPos = 6.025
105.7612 	EXP 	slider: markerPos = 6.025
105.7686 	EXP 	slider: markerPos = 6.025
105.7759 	EXP 	slider: markerPos = 6.025
105.7831 	EXP 	slider: markerPos = 6.025
105.7903 	EXP 	slider: markerPos = 6.025
105.7974 	EXP 	slider: markerPos = 6.025
105.8045 	EXP 	slider: markerPos = 6.025
105.8119 	EXP 	slider: markerPos = 6.025
105.8190 	EXP 	slider: markerPos = 6.025
105.8297 	EXP 	slider: markerPos = 6.025
105.8366 	EXP 	slider: markerPos = 6.025
105.8439 	EXP 	slider: markerPos = 6.025
105.8516 	EXP 	slider: markerPos = 6.025
105.8590 	EXP 	slider: markerPos = 6.025
105.8661 	EXP 	slider: markerPos = 6.025
105.8734 	EXP 	slider: markerPos = 6.025
105.8806 	EXP 	slider: markerPos = 6.025
105.8876 	EXP 	slider: markerPos = 6.025
105.8951 	EXP 	slider: markerPos = 6.025
105.9022 	EXP 	slider: markerPos = 6.025
105.9095 	EXP 	slider: markerPos = 6.025
105.9198 	EXP 	slider: markerPos = 6.025
105.9268 	EXP 	slider: markerPos = 6.025
105.9340 	EXP 	slider: markerPos = 6.025
105.9415 	EXP 	slider: markerPos = 6.025
105.9491 	EXP 	slider: markerPos = 6.025
105.9563 	EXP 	slider: markerPos = 6.025
105.9637 	EXP 	slider: markerPos = 6.025
105.9709 	EXP 	slider: markerPos = 6.025
105.9780 	EXP 	slider: markerPos = 6.025
105.9851 	EXP 	slider: markerPos = 6.025
105.9923 	EXP 	slider: markerPos = 6.025
105.9994 	EXP 	slider: markerPos = 6.025
106.0064 	EXP 	slider: markerPos = 6.025
106.0171 	EXP 	slider: markerPos = 6.025
106.0241 	EXP 	slider: markerPos = 6.025
106.0312 	EXP 	slider: markerPos = 6.025
106.0383 	EXP 	slider: markerPos = 6.025
106.0449 	DATA 	Mouse:  Left button up, pos=(1023,181)
106.0464 	EXP 	slider: markerPos = 6.025
106.0533 	EXP 	slider: markerPos = 6.025
106.0631 	EXP 	slider: autoDraw = False
106.0631 	EXP 	text_3: autoDraw = False
106.0631 	EXP 	suggestions: autoDraw = True
106.0631 	EXP 	text_6: autoDraw = True
108.0640 	DATA 	Keypress: lshift
108.1331 	DATA 	Keypress: n
108.3057 	DATA 	Keypress: o
108.3818 	DATA 	Keypress: n
108.5276 	DATA 	Keypress: e
108.9508 	DATA 	Keypress: right
108.9549 	EXP 	suggestions: autoDraw = False
108.9549 	EXP 	text_6: autoDraw = False
108.9549 	EXP 	instructions_2: autoDraw = True
119.0947 	EXP 	Imported conditions_2.xlsx as conditions, 45 conditions, 2 params
119.0954 	EXP 	Created sequence: sequential, trialTypes=45, nReps=1, seed=None
119.0955 	EXP 	New trial (rep=0, index=0): {'picture': 'images/01.png', 'corrAns': None}
119.2668 	EXP 	Sound  started
119.2689 	DATA 	Keypress: space
119.2723 	EXP 	instructions_2: autoDraw = False
119.2723 	EXP 	clock_2: image = 'images/01.png'
119.2723 	EXP 	clock_2: autoDraw = True
119.2723 	EXP 	fixation_2: autoDraw = True
119.2723 	EXP 	text_2: autoDraw = True
119.2723 	EXP 	text_2: height = 0.05
119.2723 	EXP 	text_2: height = 0.05
119.2723 	EXP 	text_2: height = 0.05
119.2723 	EXP 	text_2: text = ''
120.2739 	EXP 	clock_2: autoDraw = False
121.0944 	EXP 	New trial (rep=0, index=1): {'picture': 'images/02.png', 'corrAns': None}
121.1565 	EXP 	clock_2: autoDraw = False
121.1565 	EXP 	fixation_2: autoDraw = False
121.1565 	EXP 	text_2: autoDraw = False
121.1565 	EXP 	clock_2: image = 'images/02.png'
121.1565 	EXP 	clock_2: autoDraw = True
121.1565 	EXP 	fixation_2: autoDraw = True
121.1565 	EXP 	text_2: autoDraw = True
122.1558 	EXP 	clock_2: autoDraw = False
123.0943 	EXP 	New trial (rep=0, index=2): {'picture': 'images/04.png', 'corrAns': 'space'}
123.1585 	EXP 	clock_2: autoDraw = False
123.1585 	EXP 	fixation_2: autoDraw = False
123.1585 	EXP 	text_2: autoDraw = False
123.1585 	EXP 	clock_2: image = 'images/04.png'
123.1585 	EXP 	clock_2: autoDraw = True
123.1585 	EXP 	fixation_2: autoDraw = True
123.1585 	EXP 	text_2: autoDraw = True
124.1627 	EXP 	clock_2: autoDraw = False
125.0940 	EXP 	New trial (rep=0, index=3): {'picture': 'images/06.png', 'corrAns': 'space'}
125.1497 	EXP 	clock_2: autoDraw = False
125.1497 	EXP 	fixation_2: autoDraw = False
125.1497 	EXP 	text_2: autoDraw = False
125.1497 	EXP 	clock_2: image = 'images/06.png'
125.1497 	EXP 	clock_2: autoDraw = True
125.1497 	EXP 	fixation_2: autoDraw = True
125.1497 	EXP 	text_2: autoDraw = True
126.1488 	EXP 	clock_2: autoDraw = False
127.0939 	EXP 	New trial (rep=0, index=4): {'picture': 'images/07.png', 'corrAns': None}
127.1611 	EXP 	clock_2: autoDraw = False
127.1611 	EXP 	fixation_2: autoDraw = False
127.1611 	EXP 	text_2: autoDraw = False
127.1611 	EXP 	clock_2: image = 'images/07.png'
127.1611 	EXP 	clock_2: autoDraw = True
127.1611 	EXP 	fixation_2: autoDraw = True
127.1611 	EXP 	text_2: autoDraw = True
128.1628 	EXP 	clock_2: autoDraw = False
129.0941 	EXP 	New trial (rep=0, index=5): {'picture': 'images/09.png', 'corrAns': 'space'}
129.1498 	EXP 	clock_2: autoDraw = False
129.1498 	EXP 	fixation_2: autoDraw = False
129.1498 	EXP 	text_2: autoDraw = False
129.1498 	EXP 	clock_2: image = 'images/09.png'
129.1498 	EXP 	clock_2: autoDraw = True
129.1498 	EXP 	fixation_2: autoDraw = True
129.1498 	EXP 	text_2: autoDraw = True
130.1489 	EXP 	clock_2: autoDraw = False
131.0941 	EXP 	New trial (rep=0, index=6): {'picture': 'images/10.png', 'corrAns': None}
131.1491 	EXP 	clock_2: autoDraw = False
131.1491 	EXP 	fixation_2: autoDraw = False
131.1491 	EXP 	text_2: autoDraw = False
131.1491 	EXP 	clock_2: image = 'images/10.png'
131.1491 	EXP 	clock_2: autoDraw = True
131.1491 	EXP 	fixation_2: autoDraw = True
131.1491 	EXP 	text_2: autoDraw = True
132.1488 	EXP 	clock_2: autoDraw = False
133.0937 	EXP 	New trial (rep=0, index=7): {'picture': 'images/11.png', 'corrAns': None}
133.1573 	EXP 	clock_2: autoDraw = False
133.1573 	EXP 	fixation_2: autoDraw = False
133.1573 	EXP 	text_2: autoDraw = False
133.1573 	EXP 	clock_2: image = 'images/11.png'
133.1573 	EXP 	clock_2: autoDraw = True
133.1573 	EXP 	fixation_2: autoDraw = True
133.1573 	EXP 	text_2: autoDraw = True
134.1627 	EXP 	clock_2: autoDraw = False
135.0944 	EXP 	New trial (rep=0, index=8): {'picture': 'images/12.png', 'corrAns': None}
135.1493 	EXP 	clock_2: autoDraw = False
135.1493 	EXP 	fixation_2: autoDraw = False
135.1493 	EXP 	text_2: autoDraw = False
135.1493 	EXP 	clock_2: image = 'images/12.png'
135.1493 	EXP 	clock_2: autoDraw = True
135.1493 	EXP 	fixation_2: autoDraw = True
135.1493 	EXP 	text_2: autoDraw = True
136.1486 	EXP 	clock_2: autoDraw = False
137.0936 	EXP 	New trial (rep=0, index=9): {'picture': 'images/13.png', 'corrAns': None}
137.1479 	EXP 	clock_2: autoDraw = False
137.1479 	EXP 	fixation_2: autoDraw = False
137.1479 	EXP 	text_2: autoDraw = False
137.1479 	EXP 	clock_2: image = 'images/13.png'
137.1479 	EXP 	clock_2: autoDraw = True
137.1479 	EXP 	fixation_2: autoDraw = True
137.1479 	EXP 	text_2: autoDraw = True
138.1486 	EXP 	clock_2: autoDraw = False
139.0937 	EXP 	New trial (rep=0, index=10): {'picture': 'images/15.png', 'corrAns': 'space'}
139.1495 	EXP 	clock_2: autoDraw = False
139.1495 	EXP 	fixation_2: autoDraw = False
139.1495 	EXP 	text_2: autoDraw = False
139.1495 	EXP 	clock_2: image = 'images/15.png'
139.1495 	EXP 	clock_2: autoDraw = True
139.1495 	EXP 	fixation_2: autoDraw = True
139.1495 	EXP 	text_2: autoDraw = True
140.1553 	EXP 	clock_2: autoDraw = False
141.0938 	EXP 	New trial (rep=0, index=11): {'picture': 'images/16.png', 'corrAns': None}
141.1572 	EXP 	clock_2: autoDraw = False
141.1572 	EXP 	fixation_2: autoDraw = False
141.1572 	EXP 	text_2: autoDraw = False
141.1572 	EXP 	clock_2: image = 'images/16.png'
141.1572 	EXP 	clock_2: autoDraw = True
141.1572 	EXP 	fixation_2: autoDraw = True
141.1572 	EXP 	text_2: autoDraw = True
142.1623 	EXP 	clock_2: autoDraw = False
143.0938 	EXP 	New trial (rep=0, index=12): {'picture': 'images/17.png', 'corrAns': None}
143.1479 	EXP 	clock_2: autoDraw = False
143.1479 	EXP 	fixation_2: autoDraw = False
143.1479 	EXP 	text_2: autoDraw = False
143.1479 	EXP 	clock_2: image = 'images/17.png'
143.1479 	EXP 	clock_2: autoDraw = True
143.1479 	EXP 	fixation_2: autoDraw = True
143.1479 	EXP 	text_2: autoDraw = True
144.1484 	EXP 	clock_2: autoDraw = False
145.0939 	EXP 	New trial (rep=0, index=13): {'picture': 'images/19.png', 'corrAns': 'space'}
145.1495 	EXP 	clock_2: autoDraw = False
145.1495 	EXP 	fixation_2: autoDraw = False
145.1495 	EXP 	text_2: autoDraw = False
145.1495 	EXP 	clock_2: image = 'images/19.png'
145.1495 	EXP 	clock_2: autoDraw = True
145.1495 	EXP 	fixation_2: autoDraw = True
145.1495 	EXP 	text_2: autoDraw = True
146.1553 	EXP 	clock_2: autoDraw = False
147.0937 	EXP 	New trial (rep=0, index=14): {'picture': 'images/20.png', 'corrAns': None}
147.1598 	EXP 	clock_2: autoDraw = False
147.1598 	EXP 	fixation_2: autoDraw = False
147.1598 	EXP 	text_2: autoDraw = False
147.1598 	EXP 	clock_2: image = 'images/20.png'
147.1598 	EXP 	clock_2: autoDraw = True
147.1598 	EXP 	fixation_2: autoDraw = True
147.1598 	EXP 	text_2: autoDraw = True
148.1622 	EXP 	clock_2: autoDraw = False
149.0936 	EXP 	New trial (rep=0, index=15): {'picture': 'images/21.png', 'corrAns': None}
149.1476 	EXP 	clock_2: autoDraw = False
149.1476 	EXP 	fixation_2: autoDraw = False
149.1476 	EXP 	text_2: autoDraw = False
149.1476 	EXP 	clock_2: image = 'images/21.png'
149.1476 	EXP 	clock_2: autoDraw = True
149.1476 	EXP 	fixation_2: autoDraw = True
149.1476 	EXP 	text_2: autoDraw = True
150.1484 	EXP 	clock_2: autoDraw = False
151.0935 	EXP 	New trial (rep=0, index=16): {'picture': 'images/23.png', 'corrAns': None}
151.1475 	EXP 	clock_2: autoDraw = False
